Order_ID,Order_Date,Customer_ID,Product_ID,Region,Quantity_Sold,Unit_Cost,Unit_Price,Total_Revenue
ORD001729,2025-02-11,CUST6637,P012,East,7,297.26,520.57,3643.99
ORD003990,2025-02-11,CUST4574,P048,South,2,451.19,715.15,1430.3
ORD005290,2025-02-11,CUST2032,P016,West,1,46.75,71.04,71.04
ORD000555,2025-02-11,CUST1936,P046,East,4,358.75,483.41,1933.64
ORD000034,2025-02-11,CUST4278,P001,East,7,172.21,264.76,1853.32
ORD007616,2025-02-11,CUST2991,P018,South,4,85.44,133.07,532.28
ORD003166,2025-02-11,CUST5301,P030,West,6,372.42,581.88,3491.28
ORD002250,2025-02-11,CUST9444,P048,East,9,451.19,664.63,5981.67
ORD004964,2025-02-11,CUST9768,P039,West,5,355.16,588.01,2940.05
ORD000361,2025-02-11,CUST6826,P012,South,5,297.26,451.63,2258.15
ORD007909,2025-02-11,CUST8675,P011,East,6,82.29,118.83,712.98
ORD002359,2025-02-11,CUST5401,P049,South,4,102.56,140.01,560.04
ORD004198,2025-02-11,CUST1335,P036,South,6,482.09,919.89,5519.34
ORD001812,2025-02-11,CUST3484,P021,North,8,302.27,435.67,3485.36
ORD002695,2025-02-11,CUST1309,P012,North,3,297.26,456.83,1370.49
ORD001154,2025-02-12,CUST8805,P046,West,9,358.75,658.07,5922.63
ORD005249,2025-02-12,CUST7839,P034,East,6,163.73,223.51,1341.06
ORD004408,2025-02-12,CUST6794,P017,West,4,257.14,429.72,1718.88
ORD006822,2025-02-12,CUST9085,P033,East,5,94.18,140.25,701.25
ORD007060,2025-02-12,CUST4478,P044,East,5,386.92,617.44,3087.2
ORD001605,2025-02-12,CUST8265,P018,West,7,85.44,154.98,1084.86
ORD009069,2025-02-12,CUST9086,P046,West,2,358.75,561.11,1122.22
ORD007551,2025-02-12,CUST4056,P021,West,6,302.27,583.62,3501.72
ORD003637,2025-02-12,CUST7570,P019,West,1,426.5,576.15,576.15
ORD006750,2025-02-12,CUST5783,P010,South,6,330.83,579.86,3479.16
ORD006441,2025-02-12,CUST1301,P006,South,2,427.07,588.99,1177.98
ORD005957,2025-02-12,CUST7863,P010,East,8,330.83,658.8,5270.4
ORD001760,2025-02-12,CUST5016,P038,North,9,359.85,581.14,5230.26
ORD008690,2025-02-12,CUST1614,P037,North,2,491.17,961.5,1923.0
ORD003870,2025-02-12,CUST3888,P030,South,9,372.42,693.61,6242.49
ORD008849,2025-02-12,CUST7535,P027,South,3,66.74,106.16,318.48
ORD008160,2025-02-12,CUST2667,P016,West,4,46.75,66.44,265.76
ORD009548,2025-02-12,CUST1555,P018,North,3,85.44,120.76,362.28
ORD004015,2025-02-13,CUST3142,P028,East,8,398.21,679.55,5436.4
ORD004021,2025-02-13,CUST5820,P021,South,5,302.27,509.03,2545.15
ORD006041,2025-02-13,CUST7841,P044,East,6,386.92,582.75,3496.5
ORD006966,2025-02-13,CUST4322,P044,West,2,386.92,605.01,1210.02
ORD009760,2025-02-13,CUST4228,P043,North,7,136.95,220.24,1541.68
ORD002503,2025-02-13,CUST8045,P041,North,6,147.12,277.46,1664.76
ORD008469,2025-02-13,CUST6722,P007,West,3,136.4,235.06,705.18
ORD004443,2025-02-13,CUST1408,P026,East,2,172.43,304.33,608.66
ORD004785,2025-02-13,CUST7745,P017,South,1,257.14,351.57,351.57
ORD008117,2025-02-13,CUST6759,P047,South,6,229.84,385.36,2312.16
ORD007053,2025-02-13,CUST8777,P032,South,8,59.74,106.66,853.28
ORD007431,2025-02-13,CUST5967,P012,North,6,297.26,389.29,2335.74
ORD005151,2025-02-13,CUST6287,P026,West,5,172.43,286.95,1434.75
ORD006692,2025-02-13,CUST9847,P050,South,3,218.77,314.32,942.96
ORD009255,2025-02-13,CUST5263,P021,West,7,302.27,521.09,3647.63
ORD007137,2025-02-13,CUST6865,P014,North,1,148.3,212.19,212.19
ORD007285,2025-02-13,CUST6093,P039,West,1,355.16,595.91,595.91
ORD001505,2025-02-14,CUST9971,P015,South,4,38.69,63.82,255.28
ORD003430,2025-02-14,CUST2216,P035,South,7,241.33,391.1,2737.7
ORD004191,2025-02-14,CUST7828,P021,West,8,302.27,471.38,3771.04
ORD007913,2025-02-14,CUST9633,P007,North,1,136.4,197.69,197.69
ORD005946,2025-02-14,CUST7772,P018,West,2,85.44,147.24,294.48
ORD007783,2025-02-14,CUST5816,P043,North,3,136.95,212.25,636.75
ORD006970,2025-02-14,CUST3380,P040,West,4,272.52,457.69,1830.76
ORD001027,2025-02-14,CUST9560,P001,West,1,172.21,236.97,236.97
ORD008147,2025-02-14,CUST2363,P018,South,4,85.44,117.14,468.56
ORD002274,2025-02-14,CUST4601,P023,North,5,315.95,495.59,2477.95
ORD002300,2025-02-14,CUST7967,P024,East,1,312.87,420.59,420.59
ORD001982,2025-02-14,CUST8036,P037,South,7,491.17,662.97,4640.79
ORD003650,2025-02-14,CUST3910,P008,East,6,448.34,729.56,4377.36
ORD009700,2025-02-14,CUST5632,P028,North,2,398.21,769.17,1538.34
ORD002532,2025-02-14,CUST3740,P008,West,7,448.34,728.62,5100.34
ORD002957,2025-02-14,CUST3083,P012,North,2,297.26,418.46,836.92
ORD003177,2025-02-14,CUST9102,P008,West,6,448.34,722.7,4336.2
ORD000100,2025-02-14,CUST3727,P010,East,9,330.83,542.28,4880.52
ORD006370,2025-02-14,CUST9017,P024,West,2,312.87,433.57,867.14
ORD006143,2025-02-14,CUST3277,P044,West,7,386.92,647.37,4531.59
ORD007444,2025-02-15,CUST1984,P020,East,6,485.81,780.28,4681.68
ORD006717,2025-02-15,CUST8645,P039,North,6,355.16,645.11,3870.66
ORD001656,2025-02-15,CUST5313,P044,West,4,386.92,636.31,2545.24
ORD004933,2025-02-15,CUST8740,P002,North,1,302.28,543.83,543.83
ORD001674,2025-02-15,CUST8086,P047,West,7,229.84,373.26,2612.82
ORD002468,2025-02-15,CUST1503,P040,North,7,272.52,487.94,3415.58
ORD004339,2025-02-15,CUST9897,P018,East,9,85.44,164.18,1477.62
ORD001696,2025-02-15,CUST1617,P045,North,8,433.6,796.93,6375.44
ORD008953,2025-02-15,CUST5236,P033,East,1,94.18,179.02,179.02
ORD006251,2025-02-15,CUST8179,P009,West,5,468.44,786.09,3930.45
ORD005463,2025-02-15,CUST9817,P040,East,1,272.52,392.44,392.44
ORD007462,2025-02-15,CUST3464,P035,East,5,241.33,389.91,1949.55
ORD003260,2025-02-15,CUST1210,P039,West,7,355.16,505.23,3536.61
ORD007583,2025-02-15,CUST8008,P027,South,9,66.74,98.14,883.26
ORD002259,2025-02-15,CUST7796,P011,East,1,82.29,135.39,135.39
ORD002101,2025-02-15,CUST6947,P037,West,7,491.17,960.46,6723.22
ORD001104,2025-02-15,CUST3452,P038,North,8,359.85,577.25,4618.0
ORD001329,2025-02-15,CUST1986,P020,East,5,485.81,897.97,4489.85
ORD007749,2025-02-15,CUST4616,P028,West,2,398.21,705.26,1410.52
ORD009874,2025-02-15,CUST4015,P043,West,1,136.95,263.81,263.81
ORD005606,2025-02-15,CUST3692,P049,North,9,102.56,139.64,1256.76
ORD008846,2025-02-15,CUST7319,P040,West,9,272.52,517.87,4660.83
ORD007618,2025-02-15,CUST5454,P020,North,3,485.81,802.76,2408.28
ORD008780,2025-02-15,CUST4760,P016,West,3,46.75,69.49,208.47
ORD004291,2025-02-16,CUST4561,P015,West,6,38.69,76.43,458.58
ORD004216,2025-02-16,CUST5178,P043,West,8,136.95,194.05,1552.4
ORD006335,2025-02-16,CUST2548,P044,East,8,386.92,623.92,4991.36
ORD001562,2025-02-16,CUST2322,P039,North,8,355.16,607.22,4857.76
ORD007790,2025-02-16,CUST9086,P024,North,1,312.87,612.4,612.4
ORD000259,2025-02-16,CUST5357,P045,North,1,433.6,774.34,774.34
ORD007517,2025-02-16,CUST3768,P013,North,1,255.76,503.59,503.59
ORD008763,2025-02-16,CUST6088,P037,South,1,491.17,825.45,825.45
ORD003257,2025-02-16,CUST2949,P004,East,1,490.22,924.07,924.07
ORD005116,2025-02-16,CUST4225,P040,South,4,272.52,375.6,1502.4
ORD000196,2025-02-16,CUST2024,P046,North,3,358.75,666.69,2000.07
ORD009923,2025-02-16,CUST6305,P011,West,9,82.29,108.68,978.12
ORD002141,2025-02-17,CUST6212,P013,South,7,255.76,418.76,2931.32
ORD003488,2025-02-17,CUST1492,P013,West,8,255.76,428.21,3425.68
ORD003210,2025-02-17,CUST8466,P015,West,2,38.69,75.88,151.76
ORD006069,2025-02-17,CUST5191,P035,West,8,241.33,420.78,3366.24
ORD007595,2025-02-17,CUST6081,P022,West,3,26.24,49.92,149.76
ORD008720,2025-02-17,CUST4622,P014,East,8,148.3,233.71,1869.68
ORD009822,2025-02-17,CUST1344,P028,North,8,398.21,740.11,5920.88
ORD001328,2025-02-17,CUST5396,P006,East,6,427.07,684.47,4106.82
ORD003361,2025-02-17,CUST6607,P019,South,5,426.5,625.09,3125.45
ORD007227,2025-02-17,CUST8835,P008,South,4,448.34,598.19,2392.76
ORD003661,2025-02-17,CUST5206,P007,East,5,136.4,251.14,1255.7
ORD005099,2025-02-17,CUST7260,P031,South,1,254.43,469.7,469.7
ORD000942,2025-02-17,CUST9770,P035,South,3,241.33,430.42,1291.26
ORD006127,2025-02-17,CUST4097,P046,West,4,358.75,542.36,2169.44
ORD007065,2025-02-17,CUST9819,P030,South,1,372.42,543.33,543.33
ORD008590,2025-02-17,CUST2918,P035,South,4,241.33,457.68,1830.72
ORD007235,2025-02-17,CUST4626,P050,North,7,218.77,420.43,2943.01
ORD004366,2025-02-17,CUST9295,P023,East,8,315.95,430.8,3446.4
ORD005966,2025-02-17,CUST9625,P014,South,9,148.3,204.31,1838.79
ORD000432,2025-02-17,CUST7787,P010,East,7,330.83,625.83,4380.81
ORD006393,2025-02-17,CUST2512,P009,West,5,468.44,893.57,4467.85
ORD003756,2025-02-17,CUST9225,P023,East,9,315.95,464.94,4184.46
ORD000779,2025-02-17,CUST6534,P046,West,2,358.75,553.63,1107.26
ORD001972,2025-02-17,CUST2814,P010,South,2,330.83,482.86,965.72
ORD006314,2025-02-17,CUST7530,P033,South,4,94.18,179.16,716.64
ORD005644,2025-02-18,CUST1964,P040,East,2,272.52,453.23,906.46
ORD004739,2025-02-18,CUST9168,P043,South,9,136.95,180.41,1623.69
ORD009417,2025-02-18,CUST2148,P032,South,9,59.74,101.08,909.72
ORD009125,2025-02-18,CUST8805,P016,West,6,46.75,70.16,420.96
ORD002389,2025-02-18,CUST7156,P012,East,3,297.26,587.69,1763.07
ORD005814,2025-02-18,CUST2080,P004,West,8,490.22,961.86,7694.88
ORD002143,2025-02-18,CUST9367,P036,North,5,482.09,733.14,3665.7
ORD007576,2025-02-18,CUST9103,P013,West,8,255.76,363.04,2904.32
ORD009449,2025-02-18,CUST8542,P006,West,8,427.07,647.23,5177.84
ORD006806,2025-02-18,CUST2423,P039,North,7,355.16,675.38,4727.66
ORD001108,2025-02-18,CUST8150,P011,South,8,82.29,151.64,1213.12
ORD000231,2025-02-18,CUST5585,P042,South,6,270.11,418.79,2512.74
ORD000108,2025-02-18,CUST1392,P048,West,5,451.19,803.16,4015.8
ORD002322,2025-02-18,CUST9163,P038,East,8,359.85,658.78,5270.24
ORD009397,2025-02-18,CUST6142,P025,East,3,134.87,261.01,783.03
ORD008438,2025-02-18,CUST7324,P047,East,7,229.84,360.42,2522.94
ORD006193,2025-02-18,CUST3854,P045,South,1,433.6,798.8,798.8
ORD002486,2025-02-18,CUST2224,P035,South,8,241.33,471.68,3773.44
ORD007773,2025-02-18,CUST1724,P023,North,3,315.95,452.44,1357.32
ORD007214,2025-02-18,CUST6656,P028,East,3,398.21,682.76,2048.28
ORD001831,2025-02-18,CUST8444,P022,North,6,26.24,39.47,236.82
ORD002197,2025-02-18,CUST4802,P033,North,3,94.18,181.28,543.84
ORD005476,2025-02-18,CUST2039,P029,South,9,338.82,640.86,5767.74
ORD009468,2025-02-18,CUST5753,P025,East,4,134.87,216.24,864.96
ORD006074,2025-02-19,CUST5952,P004,West,1,490.22,760.15,760.15
ORD001738,2025-02-19,CUST2402,P033,North,4,94.18,167.9,671.6
ORD008911,2025-02-19,CUST1066,P025,North,3,134.87,227.89,683.67
ORD003583,2025-02-19,CUST7740,P038,South,4,359.85,678.44,2713.76
ORD007170,2025-02-19,CUST4169,P043,South,4,136.95,267.96,1071.84
ORD000973,2025-02-19,CUST7560,P043,South,6,136.95,224.7,1348.2
ORD005690,2025-02-19,CUST6219,P043,East,5,136.95,184.5,922.5
ORD000005,2025-02-19,CUST7317,P005,South,2,41.46,65.86,131.72
ORD008019,2025-02-19,CUST6252,P041,North,7,147.12,218.68,1530.76
ORD009436,2025-02-19,CUST8612,P024,West,4,312.87,408.08,1632.32
ORD004711,2025-02-19,CUST8426,P034,South,9,163.73,215.11,1935.99
ORD003292,2025-02-19,CUST2215,P041,West,8,147.12,291.76,2334.08
ORD006019,2025-02-19,CUST6831,P017,North,5,257.14,381.29,1906.45
ORD002481,2025-02-19,CUST8873,P033,West,9,94.18,136.42,1227.78
ORD001401,2025-02-19,CUST6422,P050,East,4,218.77,387.93,1551.72
ORD001400,2025-02-19,CUST4164,P025,West,1,134.87,237.73,237.73
ORD004106,2025-02-19,CUST2140,P039,West,3,355.16,481.96,1445.88
ORD004264,2025-02-19,CUST9438,P046,North,6,358.75,535.57,3213.42
ORD004461,2025-02-19,CUST2715,P015,North,2,38.69,64.16,128.32
ORD001094,2025-02-19,CUST3019,P035,East,5,241.33,385.79,1928.95
ORD007088,2025-02-19,CUST7654,P009,North,9,468.44,839.98,7559.82
ORD003527,2025-02-19,CUST7177,P014,East,2,148.3,206.09,412.18
ORD008359,2025-02-20,CUST2375,P016,South,4,46.75,61.85,247.4
ORD007664,2025-02-20,CUST3983,P010,West,6,330.83,534.76,3208.56
ORD008509,2025-02-20,CUST1917,P008,East,3,448.34,881.96,2645.88
ORD000891,2025-02-20,CUST3714,P017,South,7,257.14,362.35,2536.45
ORD002180,2025-02-20,CUST9441,P014,South,7,148.3,219.85,1538.95
ORD002646,2025-02-20,CUST3229,P034,North,5,163.73,300.22,1501.1
ORD007962,2025-02-20,CUST1959,P024,South,4,312.87,565.2,2260.8
ORD006390,2025-02-20,CUST4052,P016,South,5,46.75,67.09,335.45
ORD008995,2025-02-20,CUST7972,P014,South,7,148.3,253.07,1771.49
ORD003440,2025-02-20,CUST6802,P015,East,4,38.69,55.24,220.96
ORD006839,2025-02-20,CUST9725,P011,South,9,82.29,146.83,1321.47
ORD003988,2025-02-20,CUST2535,P012,West,3,297.26,505.45,1516.35
ORD009735,2025-02-20,CUST4554,P001,North,4,172.21,232.98,931.92
ORD007185,2025-02-20,CUST8370,P012,West,1,297.26,582.05,582.05
ORD006555,2025-02-20,CUST8138,P018,North,1,85.44,140.75,140.75
ORD005068,2025-02-20,CUST9949,P014,West,5,148.3,245.61,1228.05
ORD006377,2025-02-20,CUST2353,P047,East,6,229.84,347.61,2085.66
ORD003364,2025-02-20,CUST3379,P022,East,6,26.24,46.93,281.58
ORD003656,2025-02-20,CUST6241,P045,West,3,433.6,585.84,1757.52
ORD002015,2025-02-20,CUST9210,P038,East,7,359.85,654.0,4578.0
ORD008766,2025-02-21,CUST8122,P022,North,1,26.24,44.85,44.85
ORD008863,2025-02-21,CUST4055,P003,North,2,310.02,486.16,972.32
ORD002562,2025-02-21,CUST3706,P050,North,5,218.77,424.2,2121.0
ORD003139,2025-02-21,CUST8419,P004,South,9,490.22,656.95,5912.55
ORD004368,2025-02-21,CUST2182,P007,South,4,136.4,238.96,955.84
ORD003010,2025-02-21,CUST6964,P049,South,5,102.56,201.94,1009.7
ORD007787,2025-02-21,CUST6748,P035,West,5,241.33,391.05,1955.25
ORD008137,2025-02-21,CUST8644,P005,West,9,41.46,60.75,546.75
ORD009308,2025-02-21,CUST1223,P019,North,6,426.5,639.93,3839.58
ORD005186,2025-02-21,CUST3513,P011,South,6,82.29,129.3,775.8
ORD003768,2025-02-21,CUST2618,P021,West,8,302.27,417.83,3342.64
ORD009411,2025-02-21,CUST7997,P010,West,1,330.83,647.03,647.03
ORD004914,2025-02-21,CUST3501,P006,South,6,427.07,842.08,5052.48
ORD008140,2025-02-22,CUST9415,P014,East,8,148.3,234.52,1876.16
ORD009670,2025-02-22,CUST8212,P014,West,8,148.3,245.85,1966.8
ORD000431,2025-02-22,CUST5735,P019,West,2,426.5,760.01,1520.02
ORD009950,2025-02-22,CUST7655,P046,South,3,358.75,657.83,1973.49
ORD008431,2025-02-22,CUST1796,P023,West,2,315.95,560.59,1121.18
ORD005073,2025-02-22,CUST6186,P031,North,9,254.43,372.88,3355.92
ORD000841,2025-02-22,CUST5646,P018,North,7,85.44,147.62,1033.34
ORD008919,2025-02-22,CUST3293,P023,East,9,315.95,620.25,5582.25
ORD002490,2025-02-22,CUST9107,P046,West,1,358.75,526.99,526.99
ORD001023,2025-02-22,CUST9986,P033,West,3,94.18,143.04,429.12
ORD000856,2025-02-22,CUST9995,P045,South,5,433.6,657.78,3288.9
ORD004816,2025-02-22,CUST7680,P049,South,8,102.56,137.74,1101.92
ORD000085,2025-02-22,CUST1546,P040,East,2,272.52,371.0,742.0
ORD007658,2025-02-22,CUST3366,P005,East,4,41.46,69.07,276.28
ORD005848,2025-02-22,CUST8931,P005,South,5,41.46,76.66,383.3
ORD007780,2025-02-22,CUST3261,P029,South,3,338.82,657.11,1971.33
ORD001272,2025-02-23,CUST5306,P028,North,8,398.21,615.8,4926.4
ORD003141,2025-02-23,CUST5596,P026,North,5,172.43,234.04,1170.2
ORD005594,2025-02-23,CUST8434,P023,East,3,315.95,454.75,1364.25
ORD005241,2025-02-23,CUST5287,P002,West,1,302.28,439.22,439.22
ORD000138,2025-02-23,CUST9479,P046,West,2,358.75,659.53,1319.06
ORD001046,2025-02-23,CUST2359,P011,East,8,82.29,138.71,1109.68
ORD007136,2025-02-23,CUST6816,P017,South,2,257.14,474.55,949.1
ORD000033,2025-02-23,CUST2612,P016,South,7,46.75,89.21,624.47
ORD004084,2025-02-23,CUST5861,P008,East,7,448.34,767.62,5373.34
ORD008865,2025-02-23,CUST4582,P021,East,4,302.27,429.87,1719.48
ORD003810,2025-02-23,CUST4742,P013,West,9,255.76,486.79,4381.11
ORD004017,2025-02-23,CUST4338,P012,North,3,297.26,466.42,1399.26
ORD000111,2025-02-23,CUST9376,P027,West,7,66.74,124.59,872.13
ORD003482,2025-02-23,CUST4214,P010,North,7,330.83,498.75,3491.25
ORD004083,2025-02-23,CUST7726,P035,South,8,241.33,449.15,3593.2
ORD000758,2025-02-23,CUST1915,P013,East,6,255.76,455.74,2734.44
ORD004058,2025-02-23,CUST9766,P049,East,8,102.56,160.23,1281.84
ORD000577,2025-02-23,CUST2202,P044,East,8,386.92,716.14,5729.12
ORD001580,2025-02-23,CUST2052,P015,West,7,38.69,50.96,356.72
ORD007672,2025-02-24,CUST8222,P033,East,6,94.18,128.55,771.3
ORD001854,2025-02-24,CUST7858,P041,North,4,147.12,288.55,1154.2
ORD008097,2025-02-24,CUST5564,P017,East,4,257.14,491.4,1965.6
ORD000161,2025-02-24,CUST7094,P020,East,1,485.81,843.59,843.59
ORD004463,2025-02-24,CUST9608,P008,North,1,448.34,795.24,795.24
ORD001721,2025-02-24,CUST6505,P044,North,7,386.92,523.56,3664.92
ORD005597,2025-02-24,CUST4193,P007,West,6,136.4,193.34,1160.04
ORD009419,2025-02-24,CUST3471,P050,South,1,218.77,414.88,414.88
ORD004152,2025-02-24,CUST1093,P002,West,4,302.28,461.15,1844.6
ORD007104,2025-02-24,CUST1330,P009,East,8,468.44,613.74,4909.92
ORD002674,2025-02-24,CUST2261,P006,West,9,427.07,648.0,5832.0
ORD008764,2025-02-24,CUST1497,P009,North,4,468.44,783.18,3132.72
ORD000922,2025-02-24,CUST1475,P020,West,5,485.81,784.66,3923.3
ORD001425,2025-02-24,CUST4336,P024,West,8,312.87,503.75,4030.0
ORD008329,2025-02-24,CUST4772,P047,East,7,229.84,428.18,2997.26
ORD004364,2025-02-24,CUST8493,P032,South,5,59.74,111.5,557.5
ORD000277,2025-02-24,CUST5279,P034,East,1,163.73,293.1,293.1
ORD001315,2025-02-24,CUST4858,P034,South,5,163.73,274.53,1372.65
ORD001848,2025-02-25,CUST9509,P010,West,1,330.83,512.78,512.78
ORD000224,2025-02-25,CUST8793,P040,North,8,272.52,525.95,4207.6
ORD004999,2025-02-25,CUST2901,P048,East,6,451.19,814.95,4889.7
ORD002344,2025-02-25,CUST4969,P018,South,1,85.44,143.33,143.33
ORD000809,2025-02-25,CUST7203,P019,North,6,426.5,794.84,4769.04
ORD000273,2025-02-25,CUST8962,P019,South,9,426.5,630.71,5676.39
ORD001460,2025-02-25,CUST1766,P002,South,9,302.28,449.43,4044.87
ORD003593,2025-02-25,CUST3596,P034,South,2,163.73,253.51,507.02
ORD007349,2025-02-25,CUST1956,P027,East,2,66.74,120.93,241.86
ORD006799,2025-02-25,CUST6582,P021,South,2,302.27,438.6,877.2
ORD003358,2025-02-25,CUST7110,P046,West,8,358.75,609.73,4877.84
ORD007364,2025-02-25,CUST5353,P009,West,1,468.44,838.77,838.77
ORD002432,2025-02-25,CUST1835,P003,South,4,310.02,539.27,2157.08
ORD000927,2025-02-25,CUST9673,P049,West,8,102.56,192.54,1540.32
ORD003526,2025-02-25,CUST1622,P047,North,7,229.84,300.87,2106.09
ORD008241,2025-02-25,CUST4711,P048,East,1,451.19,829.1,829.1
ORD007411,2025-02-26,CUST7021,P003,South,4,310.02,486.12,1944.48
ORD001061,2025-02-26,CUST8939,P028,South,6,398.21,720.85,4325.1
ORD007020,2025-02-26,CUST2259,P005,East,5,41.46,56.27,281.35
ORD006575,2025-02-26,CUST3050,P010,South,1,330.83,465.33,465.33
ORD005779,2025-02-26,CUST8314,P046,East,3,358.75,643.57,1930.71
ORD009166,2025-02-26,CUST9127,P009,West,2,468.44,627.29,1254.58
ORD004184,2025-02-26,CUST9712,P012,South,2,297.26,462.22,924.44
ORD003616,2025-02-26,CUST8270,P024,East,1,312.87,466.49,466.49
ORD006910,2025-02-26,CUST5656,P030,West,1,372.42,517.1,517.1
ORD007078,2025-02-26,CUST7866,P029,West,4,338.82,594.77,2379.08
ORD005237,2025-02-26,CUST4570,P018,West,9,85.44,122.2,1099.8
ORD002282,2025-02-26,CUST5071,P041,South,6,147.12,214.33,1285.98
ORD006038,2025-02-26,CUST5118,P039,South,1,355.16,511.14,511.14
ORD007912,2025-02-26,CUST9150,P025,West,6,134.87,183.61,1101.66
ORD008265,2025-02-26,CUST6592,P038,South,2,359.85,684.42,1368.84
ORD002027,2025-02-26,CUST2032,P031,North,1,254.43,504.58,504.58
ORD001257,2025-02-26,CUST9719,P010,East,6,330.83,462.66,2775.96
ORD005715,2025-02-26,CUST6486,P012,East,2,297.26,455.17,910.34
ORD007453,2025-02-26,CUST8932,P045,North,1,433.6,740.43,740.43
ORD003008,2025-02-26,CUST9584,P020,South,7,485.81,927.06,6489.42
ORD007264,2025-02-26,CUST8430,P022,South,7,26.24,38.85,271.95
ORD008324,2025-02-26,CUST1273,P037,East,6,491.17,668.33,4009.98
ORD000854,2025-02-26,CUST3017,P044,West,6,386.92,764.2,4585.2
ORD004375,2025-02-26,CUST3182,P035,North,3,241.33,480.45,1441.35
ORD009686,2025-02-27,CUST5222,P005,East,5,41.46,55.1,275.5
ORD008297,2025-02-27,CUST8029,P046,South,2,358.75,505.48,1010.96
ORD004684,2025-02-27,CUST1401,P007,East,1,136.4,269.68,269.68
ORD002703,2025-02-27,CUST1778,P027,West,6,66.74,108.1,648.6
ORD000076,2025-02-27,CUST6245,P019,South,3,426.5,676.63,2029.89
ORD009676,2025-02-27,CUST6654,P050,North,6,218.77,387.96,2327.76
ORD009139,2025-02-27,CUST5818,P048,West,7,451.19,621.92,4353.44
ORD008245,2025-02-27,CUST4061,P025,South,5,134.87,247.63,1238.15
ORD004373,2025-02-27,CUST9234,P024,North,5,312.87,589.31,2946.55
ORD000763,2025-02-27,CUST7543,P024,East,7,312.87,533.56,3734.92
ORD009744,2025-02-27,CUST7227,P027,East,5,66.74,128.1,640.5
ORD001436,2025-02-27,CUST8043,P039,East,2,355.16,555.62,1111.24
ORD007322,2025-02-27,CUST1474,P008,South,7,448.34,723.24,5062.68
ORD003797,2025-02-27,CUST8345,P041,West,5,147.12,267.81,1339.05
ORD009646,2025-02-27,CUST1848,P010,North,1,330.83,544.93,544.93
ORD002505,2025-02-27,CUST7513,P049,South,7,102.56,148.07,1036.49
ORD009121,2025-02-27,CUST6498,P023,South,1,315.95,431.4,431.4
ORD001156,2025-02-27,CUST6155,P035,West,8,241.33,352.9,2823.2
ORD002219,2025-02-27,CUST6700,P039,South,8,355.16,646.61,5172.88
ORD004662,2025-02-27,CUST5028,P005,South,8,41.46,70.48,563.84
ORD005499,2025-02-27,CUST2740,P022,West,2,26.24,49.81,99.62
ORD002732,2025-02-27,CUST6983,P036,East,7,482.09,740.74,5185.18
ORD005395,2025-02-28,CUST3238,P033,East,8,94.18,185.5,1484.0
ORD001335,2025-02-28,CUST3680,P018,South,9,85.44,143.78,1294.02
ORD009279,2025-02-28,CUST3763,P006,South,4,427.07,661.47,2645.88
ORD005017,2025-02-28,CUST2012,P023,West,9,315.95,538.45,4846.05
ORD008074,2025-02-28,CUST3561,P032,South,1,59.74,98.08,98.08
ORD000785,2025-02-28,CUST1600,P028,South,6,398.21,743.41,4460.46
ORD003168,2025-02-28,CUST3776,P031,South,2,254.43,335.41,670.82
ORD009896,2025-02-28,CUST1679,P037,West,5,491.17,791.51,3957.55
ORD001859,2025-02-28,CUST1153,P031,West,9,254.43,376.94,3392.46
ORD000097,2025-02-28,CUST7045,P010,West,7,330.83,561.88,3933.16
ORD005447,2025-02-28,CUST8023,P042,West,8,270.11,365.86,2926.88
ORD004061,2025-02-28,CUST2130,P048,West,7,451.19,848.36,5938.52
ORD003052,2025-02-28,CUST5428,P047,North,8,229.84,410.23,3281.84
ORD007661,2025-02-28,CUST6933,P043,East,2,136.95,251.57,503.14
ORD003432,2025-02-28,CUST6355,P030,South,9,372.42,741.56,6674.04
ORD007329,2025-02-28,CUST4285,P040,West,9,272.52,529.31,4763.79
ORD008605,2025-02-28,CUST2975,P017,East,7,257.14,412.46,2887.22
ORD004158,2025-02-28,CUST2058,P029,North,7,338.82,544.92,3814.44
ORD005861,2025-02-28,CUST7873,P030,North,1,372.42,560.0,560.0
ORD008550,2025-02-28,CUST1357,P031,West,5,254.43,413.87,2069.35
ORD001486,2025-02-28,CUST2247,P022,East,8,26.24,34.45,275.6
ORD007989,2025-02-28,CUST9727,P020,South,8,485.81,696.95,5575.6
ORD009710,2025-03-01,CUST2120,P011,West,1,82.29,124.92,124.92
ORD000628,2025-03-01,CUST8826,P035,South,4,241.33,425.22,1700.88
ORD007819,2025-03-01,CUST7358,P005,North,1,41.46,81.01,81.01
ORD003352,2025-03-01,CUST9478,P002,North,5,302.28,404.96,2024.8
ORD007228,2025-03-01,CUST2702,P031,East,3,254.43,423.86,1271.58
ORD007673,2025-03-01,CUST8717,P032,South,6,59.74,113.73,682.38
ORD009197,2025-03-01,CUST8020,P042,South,9,270.11,472.29,4250.61
ORD009047,2025-03-01,CUST4711,P033,East,9,94.18,137.97,1241.73
ORD005574,2025-03-01,CUST3419,P006,South,2,427.07,659.83,1319.66
ORD003401,2025-03-01,CUST3941,P032,South,5,59.74,84.84,424.2
ORD004903,2025-03-01,CUST4102,P018,North,4,85.44,129.64,518.56
ORD008201,2025-03-01,CUST4405,P035,North,8,241.33,457.6,3660.8
ORD007373,2025-03-01,CUST1837,P024,East,2,312.87,557.42,1114.84
